command,description,os,generated_command,pos_tags
telnet,communicate with another host using the telnet protocol,linux,,"[('communicate', 'VERB'), ('with', 'ADP'), ('another', 'DET'), ('host', 'NOUN'), ('using', 'VERB'), ('the', 'DET'), ('telnet', 'NOUN'), ('protocol', 'NOUN')]"
time,display or set the system time ,linux,,"[('display', 'VERB'), ('or', 'CCONJ'), ('set', 'VERB'), ('the', 'DET'), ('system', 'NOUN'), ('time', 'NOUN')]"
timeout,delay processing of a batch filecommand,linux,,"[('delay', 'VERB'), ('processing', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('batch', 'NOUN'), ('filecommand', 'NOUN')]"
title,set the window title for a cmdexe session ,linux,,"[('set', 'VERB'), ('the', 'DET'), ('window', 'NOUN'), ('title', 'NOUN'), ('for', 'ADP'), ('a', 'DET'), ('cmdexe', 'ADJ'), ('session', 'NOUN')]"
tlist,task list with full path,linux,,"[('task', 'NOUN'), ('list', 'NOUN'), ('with', 'ADP'), ('full', 'ADJ'), ('path', 'NOUN')]"
touch,change file timestamps,linux,,"[('change', 'VERB'), ('file', 'NOUN'), ('timestamps', 'NOUN')]"
tracert,trace route to a remote host,linux,,"[('trace', 'NOUN'), ('route', 'NOUN'), ('to', 'ADP'), ('a', 'DET'), ('remote', 'ADJ'), ('host', 'NOUN')]"
tree,graphical display of folder structure,linux,,"[('graphical', 'ADJ'), ('display', 'NOUN'), ('of', 'ADP'), ('folder', 'NOUN'), ('structure', 'NOUN')]"
tsdiscon,disconnect a remote desktop session,linux,,"[('disconnect', 'VERB'), ('a', 'DET'), ('remote', 'ADJ'), ('desktop', 'NOUN'), ('session', 'NOUN')]"
tskill,end a running process,linux,,"[('end', 'VERB'), ('a', 'DET'), ('running', 'NOUN'), ('process', 'NOUN')]"
type,display the contents of a text file ,linux,,"[('display', 'VERB'), ('the', 'DET'), ('contents', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('text', 'NOUN'), ('file', 'NOUN')]"
typeperf,write performance monitor data to a log file,linux,,"[('write', 'VERB'), ('performance', 'NOUN'), ('monitor', 'NOUN'), ('data', 'NOUN'), ('to', 'ADP'), ('a', 'DET'), ('log', 'NOUN'), ('file', 'NOUN')]"
tzutil,time zone utility,linux,,"[('time', 'NOUN'), ('zone', 'NOUN'), ('utility', 'NOUN')]"
vbc,visual basic compiler,linux,,"[('visual', 'ADJ'), ('basic', 'ADJ'), ('compiler', 'NOUN')]"
ver,display version information ,linux,,"[('display', 'VERB'), ('version', 'NOUN'), ('information', 'NOUN')]"
verify,verify that files have been saved ,linux,,"[('verify', 'VERB'), ('that', 'SCONJ'), ('files', 'NOUN'), ('have', 'AUX'), ('been', 'AUX'), ('saved', 'VERB')]"
vmconnect,connect to a hyperv virtual machine,linux,,"[('connect', 'VERB'), ('to', 'ADP'), ('a', 'DET'), ('hyperv', 'NOUN'), ('virtual', 'ADJ'), ('machine', 'NOUN')]"
vol,display a disk label ,linux,,"[('display', 'VERB'), ('a', 'DET'), ('disk', 'NOUN'), ('label', 'NOUN')]"
vssadmin,display volume shadow copy backups  writersproviders,linux,,"[('display', 'PROPN'), ('volume', 'NOUN'), ('shadow', 'NOUN'), ('copy', 'NOUN'), ('backups', 'NOUN'), (' ', 'SPACE'), ('writersproviders', 'NOUN')]"
w32tm,time service,linux,,"[('time', 'NOUN'), ('service', 'NOUN')]"
waitfor,wait for or send a signal,linux,,"[('wait', 'VERB'), ('for', 'ADP'), ('or', 'CCONJ'), ('send', 'VERB'), ('a', 'DET'), ('signal', 'NOUN')]"
wbadmin,windows backup admin,linux,,"[('windows', 'PROPN'), ('backup', 'PROPN'), ('admin', 'VERB')]"
wecutil,windows event collector utility,linux,,"[('windows', 'PROPN'), ('event', 'NOUN'), ('collector', 'NOUN'), ('utility', 'NOUN')]"
wevtutil,clear event logs enabledisablequery logs,linux,,"[('clear', 'ADJ'), ('event', 'NOUN'), ('logs', 'VERB'), ('enabledisablequery', 'NOUN'), ('logs', 'NOUN')]"
where,locate and display files in a directory tree,linux,,"[('locate', 'VERB'), ('and', 'CCONJ'), ('display', 'VERB'), ('files', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('directory', 'NOUN'), ('tree', 'NOUN')]"
whoami,output the current username and domain,linux,,"[('output', 'VERB'), ('the', 'DET'), ('current', 'ADJ'), ('username', 'NOUN'), ('and', 'CCONJ'), ('domain', 'NOUN')]"
whois,lookup the registration record for a domain,linux,,"[('lookup', 'NOUN'), ('the', 'DET'), ('registration', 'NOUN'), ('record', 'NOUN'), ('for', 'ADP'), ('a', 'DET'), ('domain', 'NOUN')]"
windiff,compare the contents of two files or sets of files,linux,,"[('compare', 'VERB'), ('the', 'DET'), ('contents', 'NOUN'), ('of', 'ADP'), ('two', 'NUM'), ('files', 'NOUN'), ('or', 'CCONJ'), ('sets', 'NOUN'), ('of', 'ADP'), ('files', 'NOUN')]"
winget,windows package manager coming may 2021,linux,,"[('windows', 'PROPN'), ('package', 'NOUN'), ('manager', 'NOUN'), ('coming', 'VERB'), ('may', 'AUX'), ('2021', 'NUM')]"
winmgmt,manage the wmi servicewmi repository,linux,,"[('manage', 'VERB'), ('the', 'DET'), ('wmi', 'NOUN'), ('servicewmi', 'NOUN'), ('repository', 'NOUN')]"
winrm,windows remote management,linux,,"[('windows', 'PROPN'), ('remote', 'ADJ'), ('management', 'NOUN')]"
winrs,windows remote shell,linux,,"[('windows', 'PROPN'), ('remote', 'ADJ'), ('shell', 'NOUN')]"
wmic,wmi commands,linux,,"[('wmi', 'PROPN'), ('commands', 'NOUN')]"
wpeutil,run preinstallation environment winpe commands,linux,,"[('run', 'VERB'), ('preinstallation', 'NOUN'), ('environment', 'NOUN'), ('winpe', 'VERB'), ('commands', 'NOUN')]"
wpr,windows performance recorder,linux,,"[('windows', 'PROPN'), ('performance', 'NOUN'), ('recorder', 'NOUN')]"
wt,windows terminal,linux,,"[('windows', 'PROPN'), ('terminal', 'NOUN')]"
wusa,windows update standalone installer,linux,,"[('windows', 'NOUN'), ('update', 'VERB'), ('standalone', 'ADJ'), ('installer', 'NOUN')]"
wuauclt,windows update,linux,,"[('windows', 'NOUN'), ('update', 'NOUN')]"
xcacls,change file and folder permissions,linux,,"[('change', 'VERB'), ('file', 'NOUN'), ('and', 'CCONJ'), ('folder', 'NOUN'), ('permissions', 'NOUN')]"
xcopy,copy files and folders,linux,,"[('copy', 'VERB'), ('files', 'NOUN'), ('and', 'CCONJ'), ('folders', 'NOUN')]"
,comment  remark ,linux,,"[('comment', 'NOUN'), (' ', 'SPACE'), ('remark', 'NOUN')]"
accesschk,get the security descriptor sddl for an object file directory reg key,macos,,"[('get', 'VERB'), ('the', 'DET'), ('security', 'NOUN'), ('descriptor', 'NOUN'), ('sddl', 'NOUN'), ('for', 'ADP'), ('an', 'DET'), ('object', 'NOUN'), ('file', 'NOUN'), ('directory', 'NOUN'), ('reg', 'NOUN'), ('key', 'NOUN')]"
addusers,add or list users tofrom a csv file,macos,,"[('add', 'VERB'), ('or', 'CCONJ'), ('list', 'VERB'), ('users', 'NOUN'), ('tofrom', 'ADP'), ('a', 'DET'), ('csv', 'NOUN'), ('file', 'NOUN')]"
admodcmd,active directory bulk modify,macos,,"[('active', 'ADJ'), ('directory', 'NOUN'), ('bulk', 'NOUN'), ('modify', 'NOUN')]"
arp,address resolution protocol,macos,,"[('address', 'NOUN'), ('resolution', 'NOUN'), ('protocol', 'NOUN')]"
assoc,change file extension associations ,macos,,"[('change', 'VERB'), ('file', 'NOUN'), ('extension', 'NOUN'), ('associations', 'NOUN')]"
attrib,change file attributes,macos,,"[('change', 'VERB'), ('file', 'NOUN'), ('attributes', 'NOUN')]"
bcdboot,create or repair a system partition,macos,,"[('create', 'VERB'), ('or', 'CCONJ'), ('repair', 'VERB'), ('a', 'DET'), ('system', 'NOUN'), ('partition', 'NOUN')]"
bcdedit,manage boot configuration data,macos,,"[('manage', 'VERB'), ('boot', 'NOUN'), ('configuration', 'NOUN'), ('data', 'NOUN')]"
bitsadmin,background intelligent transfer service,macos,,"[('background', 'NOUN'), ('intelligent', 'ADJ'), ('transfer', 'NOUN'), ('service', 'NOUN')]"
bootrec,repair or replace a partition boot sector,macos,,"[('repair', 'VERB'), ('or', 'CCONJ'), ('replace', 'VERB'), ('a', 'DET'), ('partition', 'NOUN'), ('boot', 'NOUN'), ('sector', 'NOUN')]"
break,do nothing successfully ,macos,,"[('do', 'VERB'), ('nothing', 'PRON'), ('successfully', 'ADV')]"
browstat,get domain browser and pdc info,macos,,"[('get', 'VERB'), ('domain', 'NOUN'), ('browser', 'NOUN'), ('and', 'CCONJ'), ('pdc', 'PROPN'), ('info', 'NOUN')]"
cacls,change file permissions,macos,,"[('change', 'VERB'), ('file', 'NOUN'), ('permissions', 'NOUN')]"
call,call one batch program from another ,macos,,"[('call', 'VERB'), ('one', 'NUM'), ('batch', 'NOUN'), ('program', 'NOUN'), ('from', 'ADP'), ('another', 'PRON')]"
certreq,request certificate from a certification authority,macos,,"[('request', 'NOUN'), ('certificate', 'NOUN'), ('from', 'ADP'), ('a', 'DET'), ('certification', 'NOUN'), ('authority', 'NOUN')]"
certutil,manage certification authority ca files and services,macos,,"[('manage', 'VERB'), ('certification', 'NOUN'), ('authority', 'NOUN'), ('ca', 'AUX'), ('files', 'NOUN'), ('and', 'CCONJ'), ('services', 'NOUN')]"
cd,change directory  move to a specific folder ,macos,,"[('change', 'VERB'), ('directory', 'NOUN'), (' ', 'SPACE'), ('move', 'NOUN'), ('to', 'ADP'), ('a', 'DET'), ('specific', 'ADJ'), ('folder', 'NOUN')]"
change,change terminal server session properties,macos,,"[('change', 'VERB'), ('terminal', 'ADJ'), ('server', 'NOUN'), ('session', 'NOUN'), ('properties', 'NOUN')]"
changepk,upgrade device editionproduct key,macos,,"[('upgrade', 'VERB'), ('device', 'NOUN'), ('editionproduct', 'NOUN'), ('key', 'NOUN')]"
chcp,change the active console code page,macos,,"[('change', 'VERB'), ('the', 'DET'), ('active', 'ADJ'), ('console', 'NOUN'), ('code', 'NOUN'), ('page', 'NOUN')]"
chdir,change directory  move to a specific folder ,macos,,"[('change', 'VERB'), ('directory', 'NOUN'), (' ', 'SPACE'), ('move', 'NOUN'), ('to', 'ADP'), ('a', 'DET'), ('specific', 'ADJ'), ('folder', 'NOUN')]"
chkdsk,check disk  check and repair disk problems,macos,,"[('check', 'VERB'), ('disk', 'NOUN'), (' ', 'SPACE'), ('check', 'NOUN'), ('and', 'CCONJ'), ('repair', 'VERB'), ('disk', 'NOUN'), ('problems', 'NOUN')]"
chkntfs,check the ntfs file system,macos,,"[('check', 'VERB'), ('the', 'DET'), ('ntfs', 'PROPN'), ('file', 'NOUN'), ('system', 'NOUN')]"
choice,accept keyboard input to a batch file,macos,,"[('accept', 'VERB'), ('keyboard', 'NOUN'), ('input', 'NOUN'), ('to', 'ADP'), ('a', 'DET'), ('batch', 'NOUN'), ('file', 'NOUN')]"
cipher,encrypt or decrypt filesfolders overwrite data,macos,,"[('encrypt', 'NOUN'), ('or', 'CCONJ'), ('decrypt', 'ADJ'), ('filesfolders', 'NOUN'), ('overwrite', 'VERB'), ('data', 'NOUN')]"
cleanmgr,automated cleanup of temp files recycle bin,macos,,"[('automated', 'VERB'), ('cleanup', 'NOUN'), ('of', 'ADP'), ('temp', 'NOUN'), ('files', 'NOUN'), ('recycle', 'PROPN'), ('bin', 'PROPN')]"
clip,copy stdin to the windows clipboard,macos,,"[('copy', 'PROPN'), ('stdin', 'VERB'), ('to', 'ADP'), ('the', 'DET'), ('windows', 'PROPN'), ('clipboard', 'NOUN')]"
cls,clear the screen ,macos,,"[('clear', 'ADJ'), ('the', 'DET'), ('screen', 'NOUN')]"
cmd,start a new cmd shell,macos,,"[('start', 'VERB'), ('a', 'DET'), ('new', 'ADJ'), ('cmd', 'NOUN'), ('shell', 'NOUN')]"
cmdkey,manage stored usernamespasswords,macos,,"[('manage', 'VERB'), ('stored', 'VERB'), ('usernamespasswords', 'NOUN')]"
color,change colors of the cmd window ,macos,,"[('change', 'VERB'), ('colors', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('cmd', 'ADJ'), ('window', 'NOUN')]"
comp,compare the contents of two files or sets of files,macos,,"[('compare', 'VERB'), ('the', 'DET'), ('contents', 'NOUN'), ('of', 'ADP'), ('two', 'NUM'), ('files', 'NOUN'), ('or', 'CCONJ'), ('sets', 'NOUN'), ('of', 'ADP'), ('files', 'NOUN')]"
compact,compress files or folders on an ntfs partition,macos,,"[('compress', 'VERB'), ('files', 'NOUN'), ('or', 'CCONJ'), ('folders', 'NOUN'), ('on', 'ADP'), ('an', 'DET'), ('ntfs', 'PROPN'), ('partition', 'NOUN')]"
compress,compress one or more files,macos,,"[('compress', 'VERB'), ('one', 'NUM'), ('or', 'CCONJ'), ('more', 'ADJ'), ('files', 'NOUN')]"
con,console input,macos,,"[('console', 'NOUN'), ('input', 'NOUN')]"
convert,convert a fat drive to ntfs,macos,,"[('convert', 'VERB'), ('a', 'DET'), ('fat', 'ADJ'), ('drive', 'NOUN'), ('to', 'ADP'), ('ntfs', 'PROPN')]"
copy,copy one or more files to another location ,macos,,"[('copy', 'VERB'), ('one', 'NUM'), ('or', 'CCONJ'), ('more', 'ADJ'), ('files', 'NOUN'), ('to', 'ADP'), ('another', 'DET'), ('location', 'NOUN')]"
coreinfo,show the mapping between logical  physical processors,macos,,"[('show', 'VERB'), ('the', 'DET'), ('mapping', 'NOUN'), ('between', 'ADP'), ('logical', 'ADJ'), (' ', 'SPACE'), ('physical', 'ADJ'), ('processors', 'NOUN')]"
csccmd,clientside caching offline files,macos,,"[('clientside', 'NOUN'), ('caching', 'VERB'), ('offline', 'ADJ'), ('files', 'NOUN')]"
csvde,import or export active directory data,macos,,"[('import', 'NOUN'), ('or', 'CCONJ'), ('export', 'VERB'), ('active', 'ADJ'), ('directory', 'NOUN'), ('data', 'NOUN')]"
curl,transfer data from or to a server,macos,,"[('transfer', 'VERB'), ('data', 'NOUN'), ('from', 'ADP'), ('or', 'CCONJ'), ('to', 'ADP'), ('a', 'DET'), ('server', 'NOUN')]"
date,display or set the date ,macos,,"[('display', 'VERB'), ('or', 'CCONJ'), ('set', 'VERB'), ('the', 'DET'), ('date', 'NOUN')]"
defrag,defragment hard drive,macos,,"[('defragment', 'VERB'), ('hard', 'ADJ'), ('drive', 'NOUN')]"
del,delete one or more files ,macos,,"[('delete', 'VERB'), ('one', 'NUM'), ('or', 'CCONJ'), ('more', 'ADJ'), ('files', 'NOUN')]"
delprof,delete user profiles,macos,,"[('delete', 'ADJ'), ('user', 'NOUN'), ('profiles', 'NOUN')]"
deltree,delete a folder and all subfolders,macos,,"[('delete', 'VERB'), ('a', 'DET'), ('folder', 'NOUN'), ('and', 'CCONJ'), ('all', 'DET'), ('subfolders', 'NOUN')]"
devcon,device manager command line utility,macos,,"[('device', 'NOUN'), ('manager', 'NOUN'), ('command', 'NOUN'), ('line', 'NOUN'), ('utility', 'NOUN')]"
dir,display a list of files and folders ,macos,,"[('display', 'VERB'), ('a', 'DET'), ('list', 'NOUN'), ('of', 'ADP'), ('files', 'NOUN'), ('and', 'CCONJ'), ('folders', 'NOUN')]"
diruse,display directory sizesusage,macos,,"[('display', 'VERB'), ('directory', 'NOUN'), ('sizesusage', 'NOUN')]"
diskpart,disk administration,macos,,"[('disk', 'PROPN'), ('administration', 'NOUN')]"
diskshadow,volume shadow copy service,macos,,"[('volume', 'NOUN'), ('shadow', 'NOUN'), ('copy', 'NOUN'), ('service', 'NOUN')]"
diskuse,show the space used in folders,macos,,"[('show', 'VERB'), ('the', 'DET'), ('space', 'NOUN'), ('used', 'VERB'), ('in', 'ADP'), ('folders', 'NOUN')]"
dism,deployment image servicing and management,macos,,"[('deployment', 'ADJ'), ('image', 'NOUN'), ('servicing', 'NOUN'), ('and', 'CCONJ'), ('management', 'NOUN')]"
displayswitch,specify which display to use and how to use it,macos,,"[('specify', 'VERB'), ('which', 'PRON'), ('display', 'VERB'), ('to', 'PART'), ('use', 'VERB'), ('and', 'CCONJ'), ('how', 'SCONJ'), ('to', 'PART'), ('use', 'VERB'), ('it', 'PRON')]"
dnscmd,manage dns servers,macos,,"[('manage', 'VERB'), ('dns', 'NOUN'), ('servers', 'NOUN')]"
doskey,edit command line recall commands and create macros,macos,,"[('edit', 'PROPN'), ('command', 'NOUN'), ('line', 'NOUN'), ('recall', 'NOUN'), ('commands', 'NOUN'), ('and', 'CCONJ'), ('create', 'VERB'), ('macros', 'NOUN')]"
driverquery,display installed device drivers,macos,,"[('display', 'VERB'), ('installed', 'VERB'), ('device', 'NOUN'), ('drivers', 'NOUN')]"
dsacls,active directory acls,macos,,"[('active', 'ADJ'), ('directory', 'NOUN'), ('acls', 'NOUN')]"
dsadd,add items to active directory user group computer,macos,,"[('add', 'VERB'), ('items', 'NOUN'), ('to', 'ADP'), ('active', 'ADJ'), ('directory', 'NOUN'), ('user', 'NOUN'), ('group', 'PROPN'), ('computer', 'NOUN')]"
dsget,view items in active directory user group computer,macos,,"[('view', 'VERB'), ('items', 'NOUN'), ('in', 'ADP'), ('active', 'ADJ'), ('directory', 'NOUN'), ('user', 'NOUN'), ('group', 'PROPN'), ('computer', 'NOUN')]"
dsquery,search active directory user group computer,macos,,"[('search', 'VERB'), ('active', 'ADJ'), ('directory', 'NOUN'), ('user', 'NOUN'), ('group', 'PROPN'), ('computer', 'NOUN')]"
dsmod,modify items in active directory user group computer,macos,,"[('modify', 'VERB'), ('items', 'NOUN'), ('in', 'ADP'), ('active', 'ADJ'), ('directory', 'NOUN'), ('user', 'NOUN'), ('group', 'PROPN'), ('computer', 'NOUN')]"
dsmove,move an active directory object,macos,,"[('move', 'VERB'), ('an', 'DET'), ('active', 'ADJ'), ('directory', 'NOUN'), ('object', 'NOUN')]"
dsrm,remove items from active directory,macos,,"[('remove', 'VERB'), ('items', 'NOUN'), ('from', 'ADP'), ('active', 'ADJ'), ('directory', 'NOUN')]"
dsregcmd,directory service registration,macos,,"[('directory', 'NOUN'), ('service', 'NOUN'), ('registration', 'NOUN')]"
du,display directory sizesusage,macos,,"[('display', 'VERB'), ('directory', 'NOUN'), ('sizesusage', 'NOUN')]"
echo,display message on screen ,macos,,"[('display', 'VERB'), ('message', 'NOUN'), ('on', 'ADP'), ('screen', 'NOUN')]"
endlocal,end localisation of the environment in a batch file ,macos,,"[('end', 'NOUN'), ('localisation', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('environment', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('batch', 'NOUN'), ('file', 'NOUN')]"
erase,delete one or more files ,macos,,"[('delete', 'VERB'), ('one', 'NUM'), ('or', 'CCONJ'), ('more', 'ADJ'), ('files', 'NOUN')]"
eventcreate,add a message to the windows event log,macos,,"[('add', 'VERB'), ('a', 'DET'), ('message', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('windows', 'NOUN'), ('event', 'NOUN'), ('log', 'NOUN')]"
exit,quit the current scriptroutine and set an errorlevel ,macos,,"[('quit', 'VERB'), ('the', 'DET'), ('current', 'ADJ'), ('scriptroutine', 'NOUN'), ('and', 'CCONJ'), ('set', 'VERB'), ('an', 'DET'), ('errorlevel', 'NOUN')]"
expand,uncompress cab files,macos,,"[('uncompress', 'ADJ'), ('cab', 'NOUN'), ('files', 'NOUN')]"
explorer,open windows explorer,macos,,"[('open', 'ADJ'), ('windows', 'NOUN'), ('explorer', 'NOUN')]"
extract,uncompress cab files,macos,,"[('uncompress', 'ADJ'), ('cab', 'NOUN'), ('files', 'NOUN')]"
fc,compare two files,macos,,"[('compare', 'VERB'), ('two', 'NUM'), ('files', 'NOUN')]"
find,search for a text string in a file,macos,,"[('search', 'VERB'), ('for', 'ADP'), ('a', 'DET'), ('text', 'NOUN'), ('string', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('file', 'NOUN')]"
findstr,search for strings in files,macos,,"[('search', 'VERB'), ('for', 'ADP'), ('strings', 'NOUN'), ('in', 'ADP'), ('files', 'NOUN')]"
fltmc,manage minifilter drivers,macos,,"[('manage', 'VERB'), ('minifilter', 'NOUN'), ('drivers', 'NOUN')]"
fondue,features on demand user experience tool,macos,,"[('features', 'NOUN'), ('on', 'ADP'), ('demand', 'NOUN'), ('user', 'NOUN'), ('experience', 'NOUN'), ('tool', 'NOUN')]"
for f,loop command against a set of files ,macos,,"[('loop', 'PROPN'), ('command', 'NOUN'), ('against', 'ADP'), ('a', 'DET'), ('set', 'NOUN'), ('of', 'ADP'), ('files', 'NOUN')]"
for,loop command all options files directory list ,macos,,"[('loop', 'PROPN'), ('command', 'NOUN'), ('all', 'DET'), ('options', 'NOUN'), ('files', 'NOUN'), ('directory', 'NOUN'), ('list', 'NOUN')]"
forfiles,batch process multiple files,macos,,"[('batch', 'NOUN'), ('process', 'NOUN'), ('multiple', 'ADJ'), ('files', 'NOUN')]"
format,format a disk,macos,,"[('format', 'NOUN'), ('a', 'DET'), ('disk', 'NOUN')]"
freedisk,check free disk space,macos,,"[('check', 'VERB'), ('free', 'ADJ'), ('disk', 'NOUN'), ('space', 'NOUN')]"
fsutil,file and volume utilities,macos,,"[('file', 'NOUN'), ('and', 'CCONJ'), ('volume', 'NOUN'), ('utilities', 'NOUN')]"
ftp,file transfer protocol,macos,,"[('file', 'NOUN'), ('transfer', 'NOUN'), ('protocol', 'NOUN')]"
ftype,file extension file type associations ,macos,,"[('file', 'NOUN'), ('extension', 'NOUN'), ('file', 'NOUN'), ('type', 'NOUN'), ('associations', 'NOUN')]"
getmac,display the media access control mac address,macos,,"[('display', 'VERB'), ('the', 'DET'), ('media', 'NOUN'), ('access', 'NOUN'), ('control', 'PROPN'), ('mac', 'PROPN'), ('address', 'PROPN')]"
goto,direct a batch program to jump to a labelled line ,macos,,"[('direct', 'VERB'), ('a', 'DET'), ('batch', 'NOUN'), ('program', 'NOUN'), ('to', 'PART'), ('jump', 'VERB'), ('to', 'ADP'), ('a', 'DET'), ('labelled', 'VERB'), ('line', 'NOUN')]"
gpresult,display resultant set of policy information,macos,,"[('display', 'VERB'), ('resultant', 'NOUN'), ('set', 'NOUN'), ('of', 'ADP'), ('policy', 'NOUN'), ('information', 'NOUN')]"
gpupdate,update group policy settings,macos,,"[('update', 'PROPN'), ('group', 'NOUN'), ('policy', 'NOUN'), ('settings', 'NOUN')]"
help,online help,macos,,"[('online', 'ADJ'), ('help', 'NOUN')]"
hostname,display the host name of the computer,macos,,"[('display', 'VERB'), ('the', 'DET'), ('host', 'NOUN'), ('name', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('computer', 'NOUN')]"
icacls,change file and folder permissions,macos,,"[('change', 'VERB'), ('file', 'NOUN'), ('and', 'CCONJ'), ('folder', 'NOUN'), ('permissions', 'NOUN')]"
iexpress,create a self extracting zip file archive,macos,,"[('create', 'VERB'), ('a', 'DET'), ('self', 'NOUN'), ('extracting', 'VERB'), ('zip', 'NOUN'), ('file', 'NOUN'), ('archive', 'NOUN')]"
if,conditionally perform a command ,macos,,"[('conditionally', 'ADV'), ('perform', 'VERB'), ('a', 'DET'), ('command', 'NOUN')]"
ifmember,is the current user a member of a group,macos,,"[('is', 'AUX'), ('the', 'DET'), ('current', 'ADJ'), ('user', 'NOUN'), ('a', 'DET'), ('member', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('group', 'NOUN')]"
ipconfig,configure ip,macos,,"[('configure', 'PROPN'), ('ip', 'VERB')]"
inuse,replace files that are in use by the os,macos,,"[('replace', 'VERB'), ('files', 'NOUN'), ('that', 'PRON'), ('are', 'AUX'), ('in', 'ADP'), ('use', 'NOUN'), ('by', 'ADP'), ('the', 'DET'), ('os', 'NOUN')]"
klist,list cached kerberos tickets,macos,,"[('list', 'NOUN'), ('cached', 'VERB'), ('kerberos', 'ADP'), ('tickets', 'NOUN')]"
label,edit a disk label,macos,,"[('edit', 'VERB'), ('a', 'DET'), ('disk', 'NOUN'), ('label', 'NOUN')]"
lgpo,local group policy object utility,macos,,"[('local', 'ADJ'), ('group', 'NOUN'), ('policy', 'NOUN'), ('object', 'NOUN'), ('utility', 'NOUN')]"
lodctr,load perfmon performance counters,macos,,"[('load', 'VERB'), ('perfmon', 'ADJ'), ('performance', 'NOUN'), ('counters', 'NOUN')]"
logman,manage performance monitor logs,macos,,"[('manage', 'VERB'), ('performance', 'NOUN'), ('monitor', 'NOUN'), ('logs', 'NOUN')]"
logoff,log a user off,macos,,"[('log', 'VERB'), ('a', 'DET'), ('user', 'NOUN'), ('off', 'ADP')]"
logtime,log the date and time in a file,macos,,"[('log', 'VERB'), ('the', 'DET'), ('date', 'NOUN'), ('and', 'CCONJ'), ('time', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('file', 'NOUN')]"
makecab,create cab files,macos,,"[('create', 'VERB'), ('cab', 'NOUN'), ('files', 'NOUN')]"
mapisend,send email from the command line,macos,,"[('send', 'VERB'), ('email', 'NOUN'), ('from', 'ADP'), ('the', 'DET'), ('command', 'NOUN'), ('line', 'NOUN')]"
managebde,bitlocker drive encryption,macos,,"[('bitlocker', 'PROPN'), ('drive', 'NOUN'), ('encryption', 'NOUN')]"
mbr2gpt,convert a disk partition from master boot record to a gpt,macos,,"[('convert', 'VERB'), ('a', 'DET'), ('disk', 'NOUN'), ('partition', 'NOUN'), ('from', 'ADP'), ('master', 'NOUN'), ('boot', 'PROPN'), ('record', 'NOUN'), ('to', 'ADP'), ('a', 'DET'), ('gpt', 'NOUN')]"
md,create a new directory ,macos,,"[('create', 'VERB'), ('a', 'DET'), ('new', 'ADJ'), ('directory', 'NOUN')]"
mklink,create a symbolic link linkd ,macos,,"[('create', 'VERB'), ('a', 'DET'), ('symbolic', 'ADJ'), ('link', 'NOUN'), ('linkd', 'VERB')]"
mode,configure a system device comlptcon,macos,,"[('configure', 'VERB'), ('a', 'DET'), ('system', 'NOUN'), ('device', 'NOUN'), ('comlptcon', 'NOUN')]"
more,display output one screen at a time,macos,,"[('display', 'VERB'), ('output', 'NOUN'), ('one', 'NUM'), ('screen', 'NOUN'), ('at', 'ADP'), ('a', 'DET'), ('time', 'NOUN')]"
mountvol,manage a volume mount point,macos,,"[('manage', 'VERB'), ('a', 'DET'), ('volume', 'NOUN'), ('mount', 'PROPN'), ('point', 'NOUN')]"
move,move files from one folder to another ,macos,,"[('move', 'VERB'), ('files', 'NOUN'), ('from', 'ADP'), ('one', 'NUM'), ('folder', 'NOUN'), ('to', 'ADP'), ('another', 'PRON')]"
moveuser,move a user from one domain to another,macos,,"[('move', 'VERB'), ('a', 'DET'), ('user', 'NOUN'), ('from', 'ADP'), ('one', 'NUM'), ('domain', 'NOUN'), ('to', 'ADP'), ('another', 'PRON')]"
msg,send a message,macos,,"[('send', 'VERB'), ('a', 'DET'), ('message', 'NOUN')]"
msiexec,microsoft windows installer,macos,,"[('microsoft', 'PROPN'), ('windows', 'PROPN'), ('installer', 'NOUN')]"
msinfo32,system information,macos,,"[('system', 'NOUN'), ('information', 'NOUN')]"
mstsc,terminal server connectionremote desktop protocolrdp,macos,,"[('terminal', 'ADJ'), ('server', 'NOUN'), ('connectionremote', 'NOUN'), ('desktop', 'NOUN'), ('protocolrdp', 'NOUN')]"
net,manage network resources,macos,,"[('manage', 'VERB'), ('network', 'NOUN'), ('resources', 'NOUN')]"
netdom,domain manager,macos,,"[('domain', 'NOUN'), ('manager', 'NOUN')]"
netsh,configure network interfaces firewall  remote access,macos,,"[('configure', 'NOUN'), ('network', 'NOUN'), ('interfaces', 'VERB'), ('firewall', 'NOUN'), (' ', 'SPACE'), ('remote', 'ADJ'), ('access', 'NOUN')]"
